z[1,1] & 0.003856 & 0.01087 & 0.000348 & 0.0000683 & 0.002117 & 0.01484 & 1001 & 5000 \\
z[1,2] & 0.9961 & 0.01087 & 0.000348 & 0.9852 & 0.9979 & 0.9999 & 1001 & 5000 \\
z[2,1] & 0.1065 & 0.06463 & 0.006143 & 0.03656 & 0.08161 & 0.2624 & 1001 & 5000 \\
z[2,2] & 0.8935 & 0.06463 & 0.006143 & 0.7377 & 0.9184 & 0.9635 & 1001 & 5000 \\
z[3,1] & 0.275 & 0.2529 & 0.02846 & 0.000125 & 0.3939 & 0.618 & 1001 & 5000 \\
z[3,2] & 0.725 & 0.2529 & 0.02846 & 0.3821 & 0.6061 & 0.9999 & 1001 & 5000 \\
z[4,1] & 0.7162 & 0.04966 & 0.004548 & 0.612 & 0.7219 & 0.7981 & 1001 & 5000 \\
z[4,2] & 0.2838 & 0.04966 & 0.004548 & 0.202 & 0.2781 & 0.3881 & 1001 & 5000 \\
z[5,1] & 0.5339 & 0.1134 & 0.006199 & 0.3374 & 0.5283 & 0.8026 & 1001 & 5000 \\
z[5,2] & 0.4661 & 0.1134 & 0.006199 & 0.1977 & 0.4717 & 0.6628 & 1001 & 5000 \\
z[6,1] & 0.175 & 0.07466 & 0.007636 & 0.03351 & 0.1776 & 0.3189 & 1001 & 5000 \\
z[6,2] & 0.825 & 0.07466 & 0.007636 & 0.6813 & 0.8224 & 0.9665 & 1001 & 5000 \\
z[7,1] & 0.1566 & 0.04893 & 0.00485 & 0.055 & 0.158 & 0.2532 & 1001 & 5000 \\
z[7,2] & 0.8434 & 0.04893 & 0.00485 & 0.747 & 0.842 & 0.9451 & 1001 & 5000 \\
z[8,1] & 0.08182 & 0.07648 & 0.008624 & 0.02455 & 0.0522 & 0.3139 & 1001 & 5000 \\
z[8,2] & 0.9182 & 0.07648 & 0.008624 & 0.6862 & 0.9478 & 0.9755 & 1001 & 5000 \\
z[9,1] & 0.7192 & 0.04674 & 0.004289 & 0.6238 & 0.7242 & 0.7978 & 1001 & 5000 \\
z[9,2] & 0.2808 & 0.04674 & 0.004289 & 0.2022 & 0.2759 & 0.3762 & 1001 & 5000 \\
z[10,1] & 0.1562 & 0.04808 & 0.00512 & 0.06141 & 0.1545 & 0.2545 & 1001 & 5000 \\
z[10,2] & 0.8438 & 0.04808 & 0.00512 & 0.7457 & 0.8455 & 0.9389 & 1001 & 5000 \\
z[11,1] & 0.001996 & 0.002333 & 0.000114 & 0.0000536 & 0.001287 & 0.008082 & 1001 & 5000 \\
z[11,2] & 0.998 & 0.002333 & 0.000114 & 0.9919 & 0.9987 & 0.9999 & 1001 & 5000 \\
z[12,1] & 0.5522 & 0.1174 & 0.007133 & 0.3555 & 0.5477 & 0.8017 & 1001 & 5000 \\
z[12,2] & 0.4478 & 0.1174 & 0.007133 & 0.1988 & 0.4523 & 0.6449 & 1001 & 5000 \\
z[13,1] & 0.5211 & 0.1064 & 0.006296 & 0.3461 & 0.5122 & 0.7707 & 1001 & 5000 \\
z[13,2] & 0.4789 & 0.1064 & 0.006296 & 0.2301 & 0.4878 & 0.6544 & 1001 & 5000 \\
z[14,1] & 0.1487 & 0.04501 & 0.004674 & 0.06478 & 0.1454 & 0.2423 & 1001 & 5000 \\
z[14,2] & 0.8513 & 0.04501 & 0.004674 & 0.7578 & 0.8546 & 0.9354 & 1001 & 5000 \\
z[15,1] & 0.9927 & 0.005924 & 0.000153 & 0.9779 & 0.994 & 0.9997 & 1001 & 5000 \\
z[15,2] & 0.007346 & 0.005924 & 0.000153 & 0.000287 & 0.006003 & 0.02216 & 1001 & 5000 \\
z[16,1] & 0.8134 & 0.04788 & 0.004368 & 0.6973 & 0.8218 & 0.9043 & 1001 & 5000 \\
z[16,2] & 0.1866 & 0.04788 & 0.004368 & 0.09566 & 0.1782 & 0.3027 & 1001 & 5000 \\
z[17,1] & 0.9922 & 0.00975 & 0.000495 & 0.9634 & 0.9953 & 0.9999 & 1001 & 5000 \\
z[17,2] & 0.007753 & 0.00975 & 0.000495 & 0.0000709 & 0.004685 & 0.0367 & 1001 & 5000 \\
z[18,1] & 0.1932 & 0.0542 & 0.003711 & 0.09405 & 0.1875 & 0.3059 & 1001 & 5000 \\
z[18,2] & 0.8068 & 0.0542 & 0.003711 & 0.6942 & 0.8125 & 0.906 & 1001 & 5000 \\
z[19,1] & 0.8684 & 0.03174 & 0.00292 & 0.786 & 0.873 & 0.9165 & 1001 & 5000 \\
z[19,2] & 0.1316 & 0.03174 & 0.00292 & 0.08354 & 0.127 & 0.2141 & 1001 & 5000 \\
z[20,1] & 0.07908 & 0.07084 & 0.008133 & 0.02664 & 0.05308 & 0.3023 & 1001 & 5000 \\
z[20,2] & 0.9209 & 0.07084 & 0.008133 & 0.6978 & 0.9469 & 0.9734 & 1001 & 5000 \\
z[21,1] & 0.7612 & 0.0991 & 0.01039 & 0.6239 & 0.7316 & 0.9541 & 1001 & 5000 \\
z[21,2] & 0.2388 & 0.0991 & 0.01039 & 0.04588 & 0.2684 & 0.3762 & 1001 & 5000 \\
z[22,1] & 0.893 & 0.03522 & 0.003336 & 0.8042 & 0.9006 & 0.9437 & 1001 & 5000 \\
z[22,2] & 0.107 & 0.03522 & 0.003336 & 0.05631 & 0.09937 & 0.1961 & 1001 & 5000 \\
z[23,1] & 0.3353 & 0.1037 & 0.006714 & 0.1345 & 0.341 & 0.5553 & 1001 & 5000 \\
z[23,2] & 0.6647 & 0.1037 & 0.006714 & 0.4449 & 0.6591 & 0.8655 & 1001 & 5000 \\
z[24,1] & 0.7341 & 0.0836 & 0.006818 & 0.5708 & 0.7308 & 0.8874 & 1001 & 5000 \\
z[24,2] & 0.2659 & 0.0836 & 0.006818 & 0.1127 & 0.2692 & 0.4294 & 1001 & 5000 \\
z[25,1] & 0.8636 & 0.03548 & 0.003299 & 0.7712 & 0.8684 & 0.9209 & 1001 & 5000 \\
z[25,2] & 0.1364 & 0.03548 & 0.003299 & 0.07932 & 0.1316 & 0.2291 & 1001 & 5000 \\
z[26,1] & 0.2477 & 0.0783 & 0.008603 & 0.07727 & 0.2649 & 0.373 & 1001 & 5000 \\
z[26,2] & 0.7523 & 0.0783 & 0.008603 & 0.6273 & 0.7351 & 0.9228 & 1001 & 5000 \\
z[27,1] & 0.246 & 0.08321 & 0.009308 & 0.07255 & 0.2666 & 0.3735 & 1001 & 5000 \\
z[27,2] & 0.754 & 0.08321 & 0.009308 & 0.6271 & 0.7334 & 0.9275 & 1001 & 5000 \\
z[28,1] & 0.2371 & 0.08197 & 0.008907 & 0.06877 & 0.2573 & 0.3665 & 1001 & 5000 \\
z[28,2] & 0.7629 & 0.08197 & 0.008907 & 0.6336 & 0.7427 & 0.9313 & 1001 & 5000 \\
z[29,1] & 0.05031 & 0.0885 & 0.009597 & 0.008371 & 0.02287 & 0.3437 & 1001 & 5000 \\
z[29,2] & 0.9497 & 0.0885 & 0.009597 & 0.6567 & 0.9771 & 0.9917 & 1001 & 5000 \\
z[30,1] & 0.8842 & 0.03488 & 0.003451 & 0.792 & 0.8909 & 0.936 & 1001 & 5000 \\
z[30,2] & 0.1158 & 0.03488 & 0.003451 & 0.06411 & 0.1092 & 0.2081 & 1001 & 5000 \\
z[31,1] & 0.03989 & 0.06981 & 0.008078 & 0.004491 & 0.02127 & 0.3137 & 1001 & 5000 \\
z[31,2] & 0.9601 & 0.06981 & 0.008078 & 0.6868 & 0.9787 & 0.9956 & 1001 & 5000 \\
z[32,1] & 0.3398 & 0.0993 & 0.005496 & 0.1445 & 0.3379 & 0.5463 & 1001 & 5000 \\
z[32,2] & 0.6602 & 0.0993 & 0.005496 & 0.454 & 0.6622 & 0.8556 & 1001 & 5000 \\
z[33,1] & 0.3291 & 0.09228 & 0.008137 & 0.05441 & 0.3432 & 0.4724 & 1001 & 5000 \\
z[33,2] & 0.6709 & 0.09228 & 0.008137 & 0.5278 & 0.6568 & 0.9456 & 1001 & 5000 \\
z[34,1] & 0.9964 & 0.003692 & 0.000115 & 0.9866 & 0.9975 & 0.9999 & 1001 & 5000 \\
z[34,2] & 0.00361 & 0.003692 & 0.000115 & 0.0000914 & 0.002467 & 0.01339 & 1001 & 5000 \\
z[35,1] & 0.8373 & 0.1823 & 0.01991 & 0.5217 & 0.9651 & 0.9998 & 1001 & 5000 \\
z[35,2] & 0.1627 & 0.1823 & 0.01991 & 0.000185 & 0.03495 & 0.4785 & 1001 & 5000 \\
z[36,1] & 0.5393 & 0.1159 & 0.00636 & 0.351 & 0.5306 & 0.8078 & 1001 & 5000 \\
z[36,2] & 0.4607 & 0.1159 & 0.00636 & 0.1924 & 0.4695 & 0.6492 & 1001 & 5000 \\
z[37,1] & 0.7124 & 0.07273 & 0.00705 & 0.5837 & 0.7045 & 0.9023 & 1001 & 5000 \\
z[37,2] & 0.2876 & 0.07273 & 0.00705 & 0.0978 & 0.2956 & 0.4167 & 1001 & 5000 \\
z[38,1] & 0.9929 & 0.007449 & 0.000346 & 0.9734 & 0.9952 & 0.9999 & 1001 & 5000 \\
z[38,2] & 0.007128 & 0.007449 & 0.000346 & 0.0000943 & 0.004858 & 0.02694 & 1001 & 5000 \\
z[39,1] & 0.9916 & 0.01033 & 0.000628 & 0.9635 & 0.996 & 0.9999 & 1001 & 5000 \\
z[39,2] & 0.008397 & 0.01033 & 0.000628 & 0.0000731 & 0.004021 & 0.03651 & 1001 & 5000 \\
z[40,1] & 0.5064 & 0.1292 & 0.008143 & 0.2506 & 0.5085 & 0.7126 & 1001 & 5000 \\
z[40,2] & 0.4936 & 0.1292 & 0.008143 & 0.2875 & 0.4916 & 0.7495 & 1001 & 5000 \\
z[41,1] & 0.9394 & 0.07351 & 0.007761 & 0.7001 & 0.9635 & 0.9941 & 1001 & 5000 \\
z[41,2] & 0.06058 & 0.07351 & 0.007761 & 0.005961 & 0.03656 & 0.3 & 1001 & 5000 \\
z[42,1] & 0.1214 & 0.0417 & 0.003801 & 0.06942 & 0.1095 & 0.2287 & 1001 & 5000 \\
z[42,2] & 0.8786 & 0.0417 & 0.003801 & 0.7714 & 0.8905 & 0.9306 & 1001 & 5000 \\
z[43,1] & 0.002375 & 0.002379 & 0.0000813 & 0.000047 & 0.001661 & 0.008862 & 1001 & 5000 \\
z[43,2] & 0.9976 & 0.002379 & 0.0000813 & 0.9911 & 0.9983 & 1 & 1001 & 5000 \\
z[44,1] & 0.9938 & 0.007717 & 0.000416 & 0.9733 & 0.9962 & 0.9999 & 1001 & 5000 \\
z[44,2] & 0.006169 & 0.007717 & 0.000416 & 0.000058 & 0.0038 & 0.02676 & 1001 & 5000 \\
z[45,1] & 0.6969 & 0.1418 & 0.01506 & 0.4764 & 0.6569 & 0.9657 & 1001 & 5000 \\
z[45,2] & 0.3031 & 0.1418 & 0.01506 & 0.03429 & 0.3431 & 0.524 & 1001 & 5000 \\
z[46,1] & 0.8709 & 0.03339 & 0.003063 & 0.788 & 0.8759 & 0.9213 & 1001 & 5000 \\
z[46,2] & 0.1291 & 0.03339 & 0.003063 & 0.07872 & 0.1242 & 0.2121 & 1001 & 5000 \\
z[47,1] & 0.5396 & 0.08 & 0.007371 & 0.4027 & 0.5319 & 0.7365 & 1001 & 5000 \\
z[47,2] & 0.4604 & 0.08 & 0.007371 & 0.2636 & 0.4681 & 0.5974 & 1001 & 5000 \\
z[48,1] & 0.004176 & 0.004561 & 0.000295 & 0.0000675 & 0.002453 & 0.01645 & 1001 & 5000 \\
z[48,2] & 0.9958 & 0.004561 & 0.000295 & 0.9836 & 0.9975 & 0.9999 & 1001 & 5000 \\
z[49,1] & 0.3672 & 0.09843 & 0.005645 & 0.1329 & 0.3739 & 0.56 & 1001 & 5000 \\
z[49,2] & 0.6328 & 0.09843 & 0.005645 & 0.4402 & 0.6261 & 0.8675 & 1001 & 5000 \\
z[50,1] & 0.5417 & 0.08024 & 0.007531 & 0.4025 & 0.5349 & 0.739 & 1001 & 5000 \\
z[50,2] & 0.4583 & 0.08024 & 0.007531 & 0.2612 & 0.4651 & 0.5978 & 1001 & 5000 \\
z[51,1] & 0.9355 & 0.04384 & 0.002608 & 0.8153 & 0.9433 & 0.9943 & 1001 & 5000 \\
z[51,2] & 0.0645 & 0.04384 & 0.002608 & 0.005711 & 0.05667 & 0.1847 & 1001 & 5000 \\
z[52,1] & 0.8706 & 0.03218 & 0.002893 & 0.7901 & 0.8761 & 0.9191 & 1001 & 5000 \\
z[52,2] & 0.1294 & 0.03218 & 0.002893 & 0.08096 & 0.1239 & 0.2101 & 1001 & 5000 \\
z[53,1] & 0.947 & 0.05431 & 0.00596 & 0.7477 & 0.9612 & 0.986 & 1001 & 5000 \\
z[53,2] & 0.05299 & 0.05431 & 0.00596 & 0.0143 & 0.03882 & 0.2533 & 1001 & 5000 \\
z[54,1] & 0.5115 & 0.06868 & 0.006131 & 0.3844 & 0.5098 & 0.6369 & 1001 & 5000 \\
z[54,2] & 0.4885 & 0.06868 & 0.006131 & 0.3631 & 0.4903 & 0.6156 & 1001 & 5000 \\
z[55,1] & 0.09631 & 0.03993 & 0.003491 & 0.04651 & 0.08546 & 0.1984 & 1001 & 5000 \\
z[55,2] & 0.9037 & 0.03993 & 0.003491 & 0.8018 & 0.9146 & 0.9535 & 1001 & 5000 \\
z[56,1] & 0.7715 & 0.087 & 0.006162 & 0.5204 & 0.8002 & 0.8886 & 1001 & 5000 \\
z[56,2] & 0.2285 & 0.087 & 0.006162 & 0.1115 & 0.1998 & 0.4807 & 1001 & 5000 \\
z[57,1] & 0.2103 & 0.09711 & 0.009663 & 0.02744 & 0.2165 & 0.384 & 1001 & 5000 \\
z[57,2] & 0.7897 & 0.09711 & 0.009663 & 0.6173 & 0.7835 & 0.9726 & 1001 & 5000 \\
z[58,1] & 0.151 & 0.04398 & 0.004542 & 0.06736 & 0.1478 & 0.2402 & 1001 & 5000 \\
z[58,2] & 0.849 & 0.04398 & 0.004542 & 0.76 & 0.8522 & 0.9328 & 1001 & 5000 \\
z[59,1] & 0.5202 & 0.1042 & 0.005715 & 0.3496 & 0.5165 & 0.75 & 1001 & 5000 \\
z[59,2] & 0.4798 & 0.1042 & 0.005715 & 0.2501 & 0.4835 & 0.6504 & 1001 & 5000 \\
z[60,1] & 0.7246 & 0.04667 & 0.004314 & 0.6238 & 0.7304 & 0.8046 & 1001 & 5000 \\
z[60,2] & 0.2754 & 0.04667 & 0.004314 & 0.1955 & 0.2696 & 0.3765 & 1001 & 5000 \\
z[61,1] & 0.3587 & 0.08509 & 0.007553 & 0.05253 & 0.3629 & 0.5094 & 1001 & 5000 \\
z[61,2] & 0.6413 & 0.08509 & 0.007553 & 0.492 & 0.6371 & 0.9482 & 1001 & 5000 \\
z[62,1] & 0.5092 & 0.06918 & 0.006368 & 0.3779 & 0.5076 & 0.6312 & 1001 & 5000 \\
z[62,2] & 0.4908 & 0.06918 & 0.006368 & 0.3688 & 0.4925 & 0.6222 & 1001 & 5000 \\
